TIME,NOME,POSICAO,ALTURA,PESO
AMERICA-MG,AIRTON,GOLEIRO,1.88,87
AMERICA-MG,LEO LANG,GOLEIRO,1.68,58
AMERICA-MG,ROBSON LUIZ,GOLEIRO,1.88,77
AMERICA-MG,MATHEUS CAVICHIOLI,GOLEIRO,1.93,102
AMERICA-MG,JORI,GOLEIRO,1.91,87
AMERICA-MG,EDUARDO,DEFENSOR,1.73,73
AMERICA-MG,SABINO,DEFENSOR,1.80,
AMERICA-MG,LUCAS LUAN,DEFENSOR,1.83,
AMERICA-MG,ZE VICTOR,DEFENSOR,1.88,96
AMERICA-MG,VICTOR HUGO,DEFENSOR,1.75,
AMERICA-MG,DIEGO FERREIRA,DEFENSOR,1.75,68
AMERICA-MG,EDUARDO GABRIEL,DEFENSOR,1.85,76
AMERICA-MG,ANDERSON JESUS,DEFENSOR,1.85,71
AMERICA-MG,ALAN RUSCHEL,DEFENSOR,1.75,73
AMERICA-MG,JOAO PAULO,DEFENSOR,1.70,71
AMERICA-MG,LUCAS KAL,DEFENSOR,1.85,78
AMERICA-MG,PATRIC,DEFENSOR,1.73,78
AMERICA-MG,RICARDO SILVA,DEFENSOR,1.91,78
AMERICA-MG,RAMON,MEIO CAMPO,1.75,68
AMERICA-MG,GUSTAVINHO,MEIO CAMPO,1.75,59
AMERICA-MG,LUCAS GABIREL,MEIO CAMPO,1.70,
AMERICA-MG,ZE RICARDO,MEIO CAMPO,1.75,73
AMERICA-MG,JUNINHO,MEIO CAMPO,1.70,66
AMERICA-MG,BRUNO NAZARIO,MEIO CAMPO,1.78,73
AMERICA-MG,ALE,MEIO CAMPO,1.83,73
AMERICA-MG,ISAQUE ELIAS,MEIO CAMPO,1.78,73
AMERICA-MG,JUNINHO VALOURA,MEIO CAMPO,1.73,73
AMERICA-MG,LUIZ FERNANDO,ATACANTE,1.73,63
AMERICA-MG,GEOVANE,ATACANTE,1.73,68
AMERICA-MG,LEANDRO CARVALHO,ATACANTE,1.73,63
AMERICA-MG,CARLOS ALBERTO,ATACANTE,1.80,83
AMERICA-MG,KAWE,ATACANTE,1.78,73
AMERICA-MG,RIBAMAR,ATACANTE,1.83,81
AMERICA-MG,RODOLFO,ATACANTE,1.83,83
AMERICA-MG,ADERMIR SANTOS,ATACANTE,1.73,
AMERICA-MG,FELIPE AZEVEDO,ATACANTE,1.73,82
AMERICA-MG,FABRICIO DANIEL,ATACANTE,1.83,73
AMERICA-MG,CHRIGOR,ATACANTE,1.83,63
AMERICA-MG,LEO PASSOS,ATACANTE,1.83,77
AMERICA-MG,ORLANDO BERRIO,ATACANTE,1.80,76
AMERICA-MG,MARLON,ATACANTE,1.73,66
AMERICA-MG,YAN,ATACANTE,1.73,76
AMERICA-MG,MARCELO TOSCANO,ATACANTE,1.83,73
AMERICA-MG,MAURO ZARATE,ATACANTE,1.75,76
ATHLETICO-PR,MYCAEL,GOLEIRO,,
ATHLETICO-PR,SANTOS,GOLEIRO,1.93,82
ATHLETICO-PR,LEONARDO MATIAS,GOLEIRO,1.96,87
ATHLETICO-PR,ANDERSON,GOLEIRO,1.91,97
ATHLETICO-PR,BENTO,GOLEIRO,1.91,91
ATHLETICO-PR,MATHEUS PIAUI,DEFENSOR,1.93,88
ATHLETICO-PR,NICOLAS HERNANDEZ,DEFENSOR,1.83,73
ATHLETICO-PR,VIALLE,DEFENSOR,1.83,83
ATHLETICO-PR,MARCINHO ,DEFENSOR,1.78,76
ATHLETICO-PR,MARCIO AZEVEDO,DEFENSOR,1.73,78
ATHLETICO-PR,NICOLAS,DEFENSOR,1.75,68
ATHLETICO-PR,KHELVEN,DEFENSOR,1.75,68
ATHLETICO-PR,ABNER,DEFENSOR,1.83,73
ATHLETICO-PR,JANDERSON,DEFENSOR,1.70,76
ATHLETICO-PR,LEONARDO ATAEDE,DEFENSOR,1.78,82
ATHLETICO-PR,ZE IVALDO,DEFENSOR,1.85,93
ATHLETICO-PR,LUAN WIEDTHAUPER,DEFENSOR,1.91,77
ATHLETICO-PR,PEDRINHO,DEFENSOR,1.78,63
ATHLETICO-PR,LUCALS HALTER,DEFENSOR,1.88,91
ATHLETICO-PR,PEDRO HENRIQUE,DEFENSOR,1.88,81
ATHLETICO-PR,JOAO PEDRO,DEFENSOR,1.83,73
ATHLETICO-PR,LUCAS FASSON,DEFENSOR,1.88,78
ATHLETICO-PR,VINIVIUS,DEFENSOR,1.80,78
ATHLETICO-PR,THIAGO HELENO,DEFENSOR,1.85,96
ATHLETICO-PR,KLEITON,DEFENSOR,1.80,78
ATHLETICO-PR,JADER,MEIO CAMPO,1.73,67
ATHLETICO-PR,LUCHO GONZALEZ,MEIO CAMPO,1.85,81
ATHLETICO-PR,NIKAO,MEIO CAMPO,1.75,83
ATHLETICO-PR,LEO CITTADINI,MEIO CAMPO,1.78,68
ATHLETICO-PR,RICHARD,MEIO CAMPO,1.91,76
ATHLETICO-PR,ERICK,MEIO CAMPO,1.75,67
ATHLETICO-PR,IAGO ANDRE,MEIO CAMPO,1.75,73
ATHLETICO-PR,EDUARDO SCHEIT,MEIO CAMPO,1.78,68
ATHLETICO-PR,ELIAS CARIOCA,MEIO CAMPO,1.85,78
ATHLETICO-PR,PIERRE,MEIO CAMPO,1.83,68
ATHLETICO-PR,LUIZ FERNANDO,MEIO CAMPO,1.78,63
ATHLETICO-PR,FERNANDO CANESIN,MEIO CAMPO,1.75,68
ATHLETICO-PR,KAWAN,MEIO CAMPO,1.80,73
ATHLETICO-PR,CHRISTIAN,MEIO CAMPO,1.75,72
ATHLETICO-PR,JOHN MERCADO,ATACANTE,1.85,83
ATHLETICO-PR,JAJA,ATACANTE,1.78,63
ATHLETICO-PR,EMERSONN,ATACANTE,,
ATHLETICO-PR,ROMULO,ATACANTE,1.93,78
ATHLETICO-PR,BISSOLI,ATACANTE,1.80,78
ATHLETICO-PR,MATHEUS BABI,ATACANTE,1.91,78
ATHLETICO-PR,JULIMAR,ATACANTE,1.88,86
ATHLETICO-PR,PEDRO ROCHA,ATACANTE,1.80,73
ATHLETICO-PR,VINIVIUS MINGOTTI,ATACANTE,1.83,78
ATHLETICO-PR,RENAN,ATACANTE,1.88,86
ATHLETICO-PR,DANIEL,ATACANTE,1.80,91
ATHLETICO-PR,BRUNO LEITE,ATACANTE,1.78,78
ATHLETICO-PR,RENATO KAYSER,ATACANTE,1.78,68
ATHLETICO-PR,TERANS ,ATACANTE,1.73,68
ATHLETICO-PR,CARLOS EDUARDO,ATACANTE,1.75,72
ATLETICO-GO,MAURICIO KOZLINSKI,GOLEIRO,1.91,92
ATLETICO-GO,LUAN POLI,GOLEIRO,1.88,86
ATLETICO-GO,FERNANDO MIGUEL,GOLEIRO,1.91,92
ATLETICO-GO,LEONARDO SIQUEIRA,GOLEIRO,1.93,87
ATLETICO-GO,BRENO BOENO,GOLEIRO,,
ATLETICO-GO,ARNALDO,DEFENSOR,1.73,72
ATLETICO-GO,WERLEY,DEFENSOR,1.83,81
ATLETICO-GO,NATANAEL PIMIENTA,DEFENSOR,1.65,63
ATLETICO-GO,PEDRAO,DEFENSOR,1.91,92
ATLETICO-GO,ARTHUR HENRIQUE,DEFENSOR,1.75,68
ATLETICO-GO,EDER,DEFENSOR,1.83,82
ATLETICO-GO,LUCAS DA CRUZ,DEFENSOR,1.88,82
ATLETICO-GO,IGOR AQUINO,DEFENSOR,1.83,78
ATLETICO-GO,JEFFERSON,DEFENSOR,1.75,68
ATLETICO-GO,DUDU,DEFENSOR,1.75,73
ATLETICO-GO,MAURICIO GABRIEL,DEFENSOR,1.83,73
ATLETICO-GO,WILLIAN MARANHAO,MEIO CAMPO,1.78,78
ATLETICO-GO,WANDERSON,MEIO CAMPO,1.85,83
ATLETICO-GO,MATHEUS BARBOSA,MEIO CAMPO,1.83,68
ATLETICO-GO,MARLON FREITAS,MEIO CAMPO,1.85,77
ATLETICO-GO,JOAO PAULO,MEIO CAMPO,1.68,59
ATLETICO-GO,RICKSON,MEIO CAMPO,1.80,71
ATLETICO-GO,BARALHAS,MEIO CAMPO,1.78,73
ATLETICO-GO,VICTOR PARAIBA,MEIO CAMPO,1.78,73
ATLETICO-GO,MICHEL CUSTODIO,MEIO CAMPO,1.83,82
ATLETICO-GO,RODRIGUES,MEIO CAMPO,1.80,66
ATLETICO-GO,ANDRE,MEIO CAMPO,1.83,81
ATLETICO-GO,CARLOS HENRIQUE,MEIO CAMPO,1.73,67
ATLETICO-GO,ISAAC,MEIO CAMPO,,
ATLETICO-GO,JANDERSON,ATACANTE,1.63,58
ATLETICO-GO,RONALDO PEREIRA,ATACANTE,,
ATLETICO-GO,BRIAN MONTENEGRO,ATACANTE,1.78,78
ATLETICO-GO,ZE ROBERTO,ATACANTE,1.83,81
ATLETICO-GO,ANDRE LUIS,ATACANTE,1.78,71
ATLETICO-GO,JONAS TORO,ATACANTE,1.78,73
ATLETICO-GO,KEVIN,ATACANTE,1.80,76
ATLETICO-GO,LUCAS GABRIEL,ATACANTE,,
ATLETICO-GO,JEAN CARLOS,ATACANTE,,
ATLETICO-GO,DANIEL,ATACANTE,,
ATLETICO-MG,GABRIEL DEFIM,GOLEIRO,1.88,91
ATLETICO-MG,EVERSON,GOLEIRO,1.93,86
ATLETICO-MG,MATHEUS MENDES,GOLEIRO,1.93,82
ATLETICO-MG,RAFAEL,GOLEIRO,1.93,81
ATLETICO-MG,JEAN ,GOLEIRO,1.96,88
ATLETICO-MG,CLAUDIO,DEFENSOR,1.73,68
ATLETICO-MG,JUNIOR ALONSO,DEFENSOR,1.85,83
ATLETICO-MG,REVER,DEFENSOR,1.93,83
ATLETICO-MG,DODO,DEFENSOR,1.83,78
ATLETICO-MG,GUILHERME ARANA,DEFENSOR,1.75,66
ATLETICO-MG,CARLO DANIEL,DEFENSOR,1.73,78
ATLETICO-MG,IGOR RABELO,DEFENSOR,1.91,88
ATLETICO-MG,MARIANO,DEFENSOR,1.78,68
ATLETICO-MG,NATHAN DA SILVA,DEFENSOR,1.83,78
ATLETICO-MG,LEONARDO SIMONI,DEFENSOR,1.83,83
ATLETICO-MG,MICAEL ,DEFENSOR,1.91,82
ATLETICO-MG,TALISON,DEFENSOR,1.88,87
ATLETICO-MG,IAGO OLIVEIRA,MEIO-CAMPO,1.88,78
ATLETICO-MG,YAN PHILLIPE,MEIO-CAMPO,,
ATLETICO-MG,VICTOR HUGO,MEIO-CAMPO,,
ATLETICO-MG,ALEXANDRE,MEIO-CAMPO,1.70,62
ATLETICO-MG,JAIR,MEIO-CAMPO,1.78,73
ATLETICO-MG,CAIO RIBAS,MEIO-CAMPO,1.73,68
ATLETICO-MG,FEDERICO ZARACHO,MEIO-CAMPO,1.70,63
ATLETICO-MG,HYORAN,MEIO-CAMPO,1.75,65
ATLETICO-MG,ALAN FRANCO,MEIO-CAMPO,1.75,73
ATLETICO-MG,NATHAN DA SILVA,MEIO-CAMPO,1.78,73
ATLETICO-MG,DANIEL BORGES,MEIO-CAMPO,1.83,81
ATLETICO-MG,IGNACIO FERNANDEZ,MEIO-CAMPO,1.78,73
ATLETICO-MG,CALEBE,MEIO-CAMPO,1.73,67
ATLETICO-MG,ALLAN,MEIO-CAMPO,1.75,73
ATLETICO-MG,DYLAN BORRERO,MEIO-CAMPO,1.80,66
ATLETICO-MG,GABRIEL SOUZA,MEIO-CAMPO,1.85,78
ATLETICO-MG,TCHE TCHE,MEIO-CAMPO,1.75,66
ATLETICO-MG,JULIO CESAR,MEIO-CAMPO,1.73,72
ATLETICO-MG,NETO,MEIO-CAMPO,1.78,73
ATLETICO-MG,RUBENS,MEIO-CAMPO,1.75,72
ATLETICO-MG,RUAN NASCIMENTO,ATACANTE,,
ATLETICO-MG,HULK,ATACANTE,1.80,83
ATLETICO-MG,EDUARDO VARGAS,ATACANTE,1.70,73
ATLETICO-MG,KENO,ATACANTE,1.78,68
ATLETICO-MG,JEFFERSON SAVARINO,ATACANTE,1.68,67
ATLETICO-MG,EDUARDO SASHA,ATACANTE,1.73,66
ATLETICO-MG,DIEGO COSTA,ATACANTE,1.88,83
ATLETICO-MG,FELIPE FELICIO,ATACANTE,1.85,73
ATLETICO-MG,SAVIO,ATACANTE,1.75,71
ATLETICO-MG,LUIS FELIPE REIS,ATACANTE,1.75,72
ATLETICO-MG,ROMULO,ATACANTE,1.83,78
ATLETICO-MG,THIAGO,ATACANTE,1.78,66
ATLETICO-MG,ECHAPORÃƒ,ATACANTE,1.70,68
BAHIA,DANILO FERNANDES,GOLEIRO,1.88,86
BAHIA,LEANDRO MATHEUS,GOLEIRO,,
BAHIA,JUNIOR ALONSO,GOLEIRO,1.82,82
BAHIA,MATHEUS TEXEIRA,GOLEIRO,,
BAHIA,GABRIEL GONCALVES,GOLEIRO,,
BAHIA,CLAUS,GOLEIRO,1.93,
BAHIA,DOUGLAS BOREL,DEFENSOR,1.78,
BAHIA,WESLEY,DEFENSOR,1.88,73
BAHIA,SERGIO BAIANO,DEFENSOR,1.88,
BAHIA,NINO PARAIBA,DEFENSOR,1.68,68
BAHIA,LUIZ OTAVIO,DEFENSOR,1.93,86
BAHIA,LIGGER,DEFENSOR,1.85,79
BAHIA,GERMAN CONTI,DEFENSOR,1.93,82
BAHIA,GUSTAVO HENRIQUE,DEFENSOR,,
BAHIA,RANIEL,DEFENSOR,,
BAHIA,LUCAS FONSECA,DEFENSOR,1.91,83
BAHIA,JUNINHO,DEFENSOR,1.75,63
BAHIA,MAYK,DEFENSOR,,
BAHIA,RENAN GUEDES,DEFENSOR,,
BAHIA,PATRICK DE LUCCA,DEFENSOR,,
BAHIA,EVERSON,DEFENSOR,1.88,73
BAHIA,MATHEUS BAHIA,DEFENSOR,1.80,73
BAHIA,JEFFERSON DOUGLAS,MEIO-CAMPO,1.73,68
BAHIA,DANIELZINHO,MEIO-CAMPO,1.73,63
BAHIA,RODRIGUINHO,MEIO-CAMPO,1.78,73
BAHIA,OSCAR RUIZ,MEIO-CAMPO,1.68,68
BAHIA,JUAN PABLO RAMIREZ,MEIO-CAMPO,1.85,78
BAHIA,RAMON VINICIUS,MEIO-CAMPO,,
BAHIA,LUCAS MUGNI,MEIO-CAMPO,1.80,76
BAHIA,THONNY ANDERSON,MEIO-CAMPO,1.83,81
BAHIA,JONAS,MEIO-CAMPO,1.80,78
BAHIA,LUCAS ARAUJO,MEIO-CAMPO,1.78,78
BAHIA,EDSON FERNANDO,MEIO-CAMPO,1.83,
BAHIA,BRUNO CAMILO,MEIO-CAMPO,1.73,68
BAHIA,LUIZ FELIPE,MEIO-CAMPO,1.70,68
BAHIA,PABLO,MEIO-CAMPO,,
BAHIA,CAIO MELLO,MEIO-CAMPO,1.83,73
BAHIA,LUIZAO,MEIO-CAMPO,1.83,66
BAHIA,JEREMIAS EVERTON,MEIO-CAMPO,,
BAHIA,RAI ROCHA SOARS,MEIO-CAMPO,,
BAHIA,MARCELO CIRINO,ATACANTE,1.83,73
BAHIA,RONALD,ATACANTE,,
BAHIA,ROSSI,ATACANTE,1.70,68
BAHIA,GILBERTO,ATACANTE,1.78,68
BAHIA,GUSTAVO RODRIGUES,ATACANTE,,
BAHIA,EUGENIO ISNALDO,ATACANTE,1.80,72
BAHIA,RAI NASCIMENTO,ATACANTE,1.68,63
BAHIA,HUGO RODALLEGA,ATACANTE,1.80,78
BAHIA,FABRICIO,ATACANTE,,
BAHIA,MAYCON,ATACANTE,1.80,68
BAHIA,RIQUELME,ATACANTE,1.78,76
BAHIA,GUSTAVO,ATACANTE,1.73,66
BAHIA,MARCELO RYAN,ATACANTE,1.85,78
CEARA,JOAO RICARDO,GOLEIRO,,
CEARA,DAVI,GOLEIRO,,
CEARA,VINICIUS MACHADO,GOLEIRO,,
CEARA,ANDRE LUIZ,GOLEIRO,,
CEARA,RICHARD,GOLEIRO,1.85,83
CEARA,IGOR,DEFENSOR,1.85,
CEARA,MESSIAS,DEFENSOR,1.93,87
CEARA,WILLIAM OLIVEIRA,DEFENSOR,1.83,78
CEARA,BRUNO PACHECO,DEFENSOR,1.75,68
CEARA,LUIZ OTAVIO,DEFENSOR,1.91,83
CEARA,GABRIEL LACERDA,DEFENSOR,1.88,73
CEARA,ALAN RODRIGUES,DEFENSOR,,
CEARA,BUIU,DEFENSOR,1.70,67
CEARA,VITAO,DEFENSOR,,
CEARA,JEFFERSON,DEFENSOR,1.93,83
CEARA,ATILA,DEFENSOR,1.75,72
CEARA,KLAUS,DEFENSOR,1.88,78
CEARA,NATAN,DEFENSOR,1.83,73
CEARA,ALESSANDRO,DEFENSOR,,
CEARA,KELVYN,DEFENSOR,,
CEARA,GABRIEL DIAS,DEFENSOR,1.83,78
CEARA,MATHEUS INDIO,MEIO-CAMPO,1.70,73
CEARA,FERNANDO SOBRAL,MEIO-CAMPO,1.78,68
CEARA,STIVEN MENDOZA,MEIO-CAMPO,1.73,68
CEARA,JORGINHO,MEIO-CAMPO,1.80,58
CEARA,DAVID,MEIO-CAMPO,,
CEARA,FABINHO,MEIO-CAMPO,1.80,68
CEARA,WILLIAN,MEIO-CAMPO,1.78,71
CEARA,GEOVANE DA SILVA,MEIO-CAMPO,,
CEARA,MARLON,MEIO-CAMPO,1.75,68
CEARA,MARCON ANTANIO,MEIO-CAMPO,1.80,78
CEARA,VINICIUS ,MEIO-CAMPO,1.78,73
CEARA,PEDRINHO,MEIO-CAMPO,,
CEARA,CHRISTOFER,MEIO-CAMPO,1.83,73
CEARA,MARCOS BRAZION,MEIO-CAMPO,1.80,71
CEARA,LIMA,MEIO-CAMPO,1.80,68
CEARA,GABRIEL SANTOS,MEIO-CAMPO,1.78,73
CEARA,AIRTON MOISES,ATACANTE,1.78,73
CEARA,JAEL,ATACANTE,1.85,87
CEARA,YONY GONZALEZ,ATACANTE,1.83,73
CEARA,ANDRE MAGNO,ATACANTE,1.91,87
CEARA,WENDSON,ATACANTE,,
CEARA,RICK,ATACANTE,1.70,66
CEARA,VITOR JACARE,ATACANTE,,
CEARA,JORDAN,ATACANTE,,
CEARA,DENILSON,ATACANTE,1.70,66
CEARA,PEDRO IGOR,ATACANTE,1.78,66
CEARA,JOAO VICTOR ,ATACANTE,1.68,63
CEARA,HELIO,ATACANTE,1.75,0
CEARA,CLEBER,ATACANTE,1.96,82
CEARA,ERICK DE ARRUDA,ATACANTE,1.73,63
CEARA,CRISTIANO,ATACANTE,,
CHAPECOENSE,KEILLER,GOLEIRO,1.91,86
CHAPECOENSE,PAVAN,GOLEIRO,1.83,
CHAPECOENSE,IGOR CAMPOS,GOLEIRO,1.80,78
CHAPECOENSE,JOAO PAULO,GOLEIRO,1.85,
CHAPECOENSE,VAGNER,GOLEIRO,1.91,82
CHAPECOENSE,TIEPO,GOLEIRO,1.83,
CHAPECOENSE,MATHUES RIBEIRO,DEFENSOR,1.78,72
CHAPECOENSE,LAERCIO SOLDA,DEFENSOR,1.91,92
CHAPECOENSE,MOISES RIBEIRO,DEFENSOR,1.78,73
CHAPECOENSE,BUSANELLO,DEFENSOR,1.78,73
CHAPECOENSE,RYAN ,DEFENSOR,1.88,
CHAPECOENSE,IGNACIO,DEFENSOR,1.85,
CHAPECOENSE,FELIPE SANTANA,DEFENSOR,1.93,87
CHAPECOENSE,FELIPE VASCONCELOS,DEFENSOR,,
CHAPECOENSE,TIAGO,DEFENSOR,1.88,
CHAPECOENSE,EZEQUIEL,DEFENSOR,1.78,68
CHAPECOENSE,JOILSON,DEFENSOR,1.91,83
